Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor
89,2017-11-02,2017 11 02 8,https://youtu.be/AwlGqssbqAw,34M 11S,Bill Morneau,0,LIB,14.58,We believe that it is important that we have an officer of Parliament who helps all of us here in the House to ensure that we can expose our personal assets and do it in a way that allows us to take recommendations on how we can assure that we do not have conflicts of interest.,We believe that it is important that we have an officer of Parliament who helps all of us here in the House to ensure that we can expose our personal assets and do it in a way that allows us to take recommendations on how we can assure that we do not have conflicts of interest.
90,2017-11-02,2017 11 02 9,https://youtu.be/EVcFayfWS5U,36M 45S,Wayne Stetski,0,NDP,13.49,"As the government moves to legalize the recreational use of cannabis, will it stand with and support economically important, small-scale outdoor farmers across Canada and ensure that they have a future, yes or no?","As the government moves to legalize the recreational use of cannabis, will it stand with and support economically important, small-scale outdoor farmers across Canada and ensure that they have a future, yes or no?"
91,2017-10-30,2017 10 30 0,https://youtu.be/NM02hzB7ezg,2M 23S,Andrew Scheer,1,CPC,7.01,I have a very simple question. Will the Prime Minister tell us who those other ministers are?,La question est très simple: que le premier ministre nous dise qui sont ces autres ministres.
92,2017-10-30,2017 10 30 1,https://youtu.be/XzjP6peClKc,3M 22S,Andrew Scheer,1,CPC,3.14," Once again, who are they?","Alors, encore une fois, de qui s'agit-il?"
93,2017-10-30,2017 10 30 2,https://youtu.be/9txHwf1XynY,17M 16S,Helene Laverdiere,1,NDP,9.26,"When will this government do what it promised, what the UN has asked for, what the rest of the world expects from Canada and—","Quand est-ce que ce gouvernement va faire ce qu'il a promis, ce que l'ONU a demandé, ce à quoi le monde s'attend de la part du Canada et faire..."
94,2017-10-30,2017 10 30 3,https://youtu.be/1k67rCcsWtU,21M 1S,Joel Lightbound,1,LIB,17.09,"I think that is a wonderful gesture that demonstrates the minister's commitment to serving the public, which is the very reason he left the private sector two years ago. He has been serving the public extremely successfully by growing the economy, reducing inequality, and ensuring inclusive prosperity for all Canadians.","Je pense que c'est une très belle chose qui montre l'intérêt du ministre des Finances à servir le public, lui qui a laissé le secteur privé pour servir le public depuis deux ans et qui l'a fait remarquablement bien en faisant croître cette économie, en réduisant les inégalités et en donnant la prospérité inclusive à tous les Canadiens."
95,2017-10-30,2017 10 30 4,https://youtu.be/TB_LDMi9bwo,22M 35S,John Brassard,0,CPC,4.09,"Well, she would not be investigating the minister if that were the case.","Well, she would not be investigating the minister if that were the case."
96,2017-10-30,2017 10 30 5,https://youtu.be/2XQY_EAI4hM,24M 22S,Marc Garneau,1,LIB,8.17,"Using a risk-based approach, we periodically conduct an airline safety audit. ","Nous vérifions de temps en temps, en nous basant sur le risque, si la sécurité des lignes aériennes fonctionne bien. "
97,2017-10-30,2017 10 30 6,https://youtu.be/uoVg9eTivaw,29M 4S,Diane Lebouthillier,1,LIB,11.51,Our government has granted a record number of people with mental illness access to the disability tax credit.,Les approbations totales de crédits d'impôt pour les personnes ayant un handicap lié aux fonctions mentales ont atteint un niveau hors du commun. 
98,2017-10-30,2017 10 30 7,https://youtu.be/DlyWs0w9EuY,32M 32S,Cheryl Hardcastle,0,NDP,7.42,Will the minister reverse this directive so that all persons previously eligible for this benefit can continue—,Will the minister reverse this directive so that all persons previously eligible for this benefit can continue—
99,2017-10-30,2017 10 30 8,https://youtu.be/qWfG2pRvSPw,35M 35S,Ron Liepert,0,CPC,10.28,"Mr. Speaker, I will take that answer as a yes, that he did inappropriately use resources of the House of Commons and no, that he did not clear it with the Ethics Commissioner.","Mr. Speaker, I will take that answer as a yes, that he did inappropriately use resources of the House of Commons and no, that he did not clear it with the Ethics Commissioner."
100,2017-10-30,2017 10 30 9,https://youtu.be/RMLcNmR59h8,47M 20S,Diane Lebouthillier,1,LIB,2.11,Our plan is working. ,Notre plan produit des résultats.
101,2017-10-25,2017 10 25 0,https://youtu.be/rT19MFF7DwU,8M 54S,Nathan Cullen,0,NDP,5.24,"The Prime Minister must believe there are two sets of rules, one for him and his buddies and another set for everyone else.","The Prime Minister must believe there are two sets of rules, one for him and his buddies and another set for everyone else."
102,2017-10-25,2017 10 25 1,https://youtu.be/0sJGbah-CWM,20M 32S,Charlie Angus,0,NDP,9.34,"There is something fundamentally wrong in a nation where indigenous families have to give their children away, while we have a finance minister who cannot remember that he owns a villa in the south of France.","There is something fundamentally wrong in a nation where indigenous families have to give their children away, while we have a finance minister who cannot remember that he owns a villa in the south of France."
103,2017-10-25,2017 10 25 2,https://youtu.be/q5muuuwo158,24M 33S,Maxime Bernier,1,CPC,19.47," If ethics are so important to the Prime Minister, why does he not just tell his finance minister to disclose all of his assets and numbered companies so Canadians can get a sense of just how many of the finance minister's interests are in conflict?"," Si le premier ministre a tant à coeur l'éthique, pourquoi ne demande-t-il pas tout simplement à son ministre des Finances de divulguer l'ensemble des biens et des compagnies à numéro qu'il détient, pour que les Canadiens soient à même de voir les ensembles de conflits d'intérêts dans lesquels le ministre des Finances est impliqué?"
104,2017-10-25,2017 10 25 3,https://youtu.be/5-XWkdn_4Xo,26M 54S,Pierre Nantel,1,NDP,10.49,"After 3,000 testimonials, 252 briefings, and 18 months of consultations, the Liberals refuse to listen to anyone, including the community, the experts, the deputy minister, and even the minister herself, according to the news.","Après 3 000 témoignages, 252 mémoires et 18 mois de consultations, on n'écoute personne: ni le milieu, ni les experts, ni le sous-ministre, ni même la ministre elle-même, si on en croit l'actualité."
105,2017-10-25,2017 10 25 4,https://youtu.be/tNqaUWDzLtQ,32M 11S,Justin Trudeau,1,LIB,11.37,"The reality, however, is that we have a Conflict of Interest and Ethics Commissioner who makes sure all MPs follow the rules and follow her advice.","mais la réalité, c'est que nous avons une commissaire aux conflits d'intérêts et à l'éthique qui s'assure que tous les députés du Parlement suivent les règles et qu'ils appliquent ses conseils."
106,2017-10-25,2017 10 25 5,https://youtu.be/j8nTtyegetA,33M 12S,Justin Trudeau,0,LIB,2.12,That is what opposition members need to do.,That is what opposition members need to do.
107,2017-10-25,2017 10 25 6,https://youtu.be/qAc5LrjzVqM,42M 24S,Julie Dabrusin,0,LIB,5.32,They chose our plan that helps people put a roof over their heads and healthy food on their tables.,They chose our plan that helps people put a roof over their heads and healthy food on their tables.
108,2017-10-25,2017 10 25 7,https://youtu.be/mzkCMmjheOE,43M 23S,Peter Kent,0,CPC,12.19,"Mr. Speaker, the United Nations Educational, Scientific and Cultural Organization has, for decades, been a petri dish of corruption, financial mismanagement, and political bias.","Mr. Speaker, the United Nations Educational, Scientific and Cultural Organization has, for decades, been a petri dish of corruption, financial mismanagement, and political bias."
109,2017-10-25,2017 10 25 8,https://youtu.be/8MOHr-_gR8g,45M 18S,Justin Trudeau,1,LIB,5.45,We are in the process of ensuring that the Canada child benefit is indexed to the cost of living.,Nous sommes en train de nous assurer que l'Allocation canadienne pour enfants sera indexée au coût de la vie .
110,2017-10-25,2017 10 25 9,https://youtu.be/aKC2Of7bPvk,46M 17S,Marc Serre,1,LIB,13.35,Could the Prime Minister give us an idea of the kind of work the government is doing to improve access to drinking water and wastewater treatment on reserves?,  Est-ce que le premier ministre pourrait nous expliquer le travail que fait le gouvernement en vue d'améliorer l'accès à l'eau potable et le traitement des eaux usées sur les réserves?
111,2017-10-20,2017 10 20 0,https://youtu.be/-jFnhB3m0-Y,6M 45S,Joel Lightbound,1,LIB,21.18,"   Yesterday, to avoid any distraction from the important work that he does for all Canadians, the minister decided to go beyond what the Conflict of Interest and Ethics Commissioner recommended by putting his holdings in a blind trust, by divesting himself of his shares in Morneau Shepell, and by continuing to use a conflict of interest screen, which was recommended by the Conflict of Interest and Ethics Commissioner, and which he put in place as soon as he took office.","Hier, pour éviter toutes distractions au travail important qu'il fait pour tous les Canadiens, le ministre s'est assuré d'aller encore plus loin que ce que la commissaire aux conflits d'intérêts et à l'éthique lui a recommandé, en plaçant ses actifs dans une fiducie sans droit de regard, en se départant de ses actions dans Morneau Shepell et en continuant de recourir à un écran pour prévenir les conflits d'intérêts, ce que lui avait recommandé la commissaire aux conflits d'intérêt et à l'éthique et ce qu'il avait mis en place dès son entrée en fonction."
112,2017-10-20,2017 10 20 1,https://youtu.be/o9Y4IdnBuGY,9M 55S,Helene Laverdiere,1,NDP,7.15,  Why do the Liberals always wait for a scandal to break before showing the least bit of common sense?,  Pourquoi les libéraux attendent-ils toujours un scandale avant de faire preuve du minimum de bon sens?
113,2017-10-20,2017 10 20 2,https://youtu.be/4CY4GieeJcI,16M 29S,Joel Lightbound,1,LIB,11.03,"What is more, yesterday he announced that he would go one step further, in the spirit of transparency, in order to continue his work for Canadians, by putting his holdings in a blind trust and divesting himself of his shares in Morneau Shepell."," De plus, hier, il a annoncé qu'il allait encore plus loin, dans un souci de transparence, pour continuer son travail auprès des Canadiens, en établissant une fiducie sans droit de regard pour ses avoirs et en se départant de ses actions de Morneau Shepell."
114,2017-10-20,2017 10 20 3,https://youtu.be/rh1BqtiGiWQ,24M 10S,John Brassard,0,CPC,7.15,"The Minister of Finance is responsible for the Canada-Barbados tax treaty, and Morneau Shepell has a subsidiary on that tiny island.","The Minister of Finance is responsible for the Canada-Barbados tax treaty, and Morneau Shepell has a subsidiary on that tiny island."
115,2017-10-20,2017 10 20 4,https://youtu.be/YwMUiWUgh1w,26M 30S,Seamus O'Regan,0,LIB,6.06,"We have access to 4,000 mental health professionals and 11 operational stress injury clinics.","We have access to 4,000 mental health professionals and 11 operational stress injury clinics."
