,IDMain,countedWords,date,english,floor,french,label,party,seconds,sentencePolarity,sentiment,speaker,timeStamp,wordPolaritySummed,youTube
72,2017 11 07 2,20,2017-11-07,"Mr. Speaker, as I said, our government is fully committed to fighting tax evasion and aggressive tax avoidance, which the Conservative Party failed to do for 10 years.","Monsieur le Président, comme je l'ai dit, notre gouvernement s'est fermement engagé à combattre l'évasion fiscale et l'évitement fiscal abusif, ce que le Parti conservateur n'a pas fait au cours des 10 dernières années.",1,73,LIB,10.28,0.2290616582114515,-0.2290616582114515,Diane Lebouthillier,11M 12S,0.784979513131215,https://youtu.be/67RQs2VqSCg
73,2017 11 07 3,7,2017-11-07,We continue to work for Canadians and for a fair tax system.,Nous continuons le travail pour les Canadiens et pour l'équité du système fiscal.,1,74,LIB,4.36,0.582079874642659,0.582079874642659,Diane Lebouthillier,11M 47S,0.5903129963054587,https://youtu.be/cqQJoVobH3U
74,2017 11 07 4,16,2017-11-07,"In the same interview, he said that the goal was to raise a pile of money to help the Liberal leader become the next prime minister. ","Dans la même entrevue, il a dit que l'objectif était de récolter un paquet d'argent pour aider le chef libéral à devenir le prochain premier ministre.",1,75,CPC,6.4,0.17356766637073762,-0.17356766637073762,Luc Berthold,14M 59S,0.8596289322324862,https://youtu.be/QIPmnizQKAw
75,2017 11 07 5,14,2017-11-07, When will the Prime Minister stop treating hard-working Canadians like tax cheats and go after his own crew?, When will the Prime Minister stop treating hard-working Canadians like tax cheats and go after his own crew?,0,76,CPC,7.15,0.08673577646966027,-0.08673577646966027,Andrew Nuttall,23M 29S,0.8697813100485031,https://youtu.be/7jJGGKShv6U
76,2017 11 07 6,14,2017-11-07,When will the minister finally tell her tax collectors to lay off sick and vulnerable Canadians and focus on real tax cheats?,When will the minister finally tell her tax collectors to lay off sick and vulnerable Canadians and focus on real tax cheats?,0,77,CPC,6.48,0.20249226323669844,-0.20249226323669844,Marilyn Gladu,26M 51S,0.6621912846063164,https://youtu.be/eTf6AGnX5pQ
77,2017 11 07 7,11,2017-11-07,"We have now passed 500,000 new jobs in the country since we were elected.","We have now passed 500,000 new jobs in the country since we were elected.",0,78,LIB,5.18,0.001434917012894811,-0.001434917012894811,Bill Morneau,32M 23S,0.34284599652580383,https://youtu.be/prvwFv_ezNU
78,2017 11 07 8,9,2017-11-07,For years they fought against the release of the so-called tax gap in Canada.,For years they fought against the release of the so-called tax gap in Canada.,0,79,NDP,4.3,0.02029855356522603,-0.02029855356522603,Nathan Cullen,38M 55S,0.21984734166575695,https://youtu.be/q4bioMsPeQ8
79,2017 11 07 9,15,2017-11-07,"The Liberals are dangling tons of money before the municipalities, but some projects have been cancelled because of all of the unnecessary conditions being imposed.",Les libéraux font miroiter aux municipalités des tonnes d'argent et ils mettent toutes sortes de conditions inutiles qui provoquent l'annulation de projets.,1,80,CPC,7.15,0.8042886358785576,-0.8042886358785576,Joel Godin,41M 33S,1.1175788907899653,https://youtu.be/g7dcMnyjpTs
80,2017 11 02 0,2,2017-11-02,Those are the numbers. ,Ce sont les chiffres.,1,81,LIB,1.3,0.08145893128987933,-0.08145893128987933,Bill Morneau,38S,0.08145893128987933,https://youtu.be/XhjZAviNxWo
81,2017 11 02 1,13,2017-11-02,"For those 300,000 children who are being lifted out of poverty, for their parents, it is intensely personal.","For those 300,000 children who are being lifted out of poverty, for their parents, it is intensely personal.",0,82,LIB,8.1,0.20366189933182405,-0.20366189933182405,Bill Morneau,1M 52S,0.5228685424164204,https://youtu.be/bMStMhwTBic
82,2017 11 02 2,12,2017-11-02," When are they actually going to live up to those words, or are they just meaningless words written on paper?"," When are they actually going to live up to those words, or are they just meaningless words written on paper?",0,83,NDP,4.57,0.35786395899153184,-0.35786395899153184,Nathan Cullen,9M 19S,0.5985769556303111,https://youtu.be/wAWyxttV8-8
83,2017 11 02 3,15,2017-11-02,Is there a senior government official over there who will actually say that there is no other minister in the same position he put himself in?,Is there a senior government official over there who will actually say that there is no other minister in the same position he put himself in?,1,84,CPC,7.09,0.24611333711176742,-0.24611333711176742,Lisa Raitt,14M 1S,0.6435645360376968,https://youtu.be/LLzCe_2efiU
84,2017 11 02 4,25,2017-11-02,"The Prime Minister is all but directly blaming the Ethics Commissioner, blaming the Ethics Commissioner for the finance minister's several inexcusable lapses of judgment and for the Prime Minister's own willingness to look the other way.","The Prime Minister is all but directly blaming the Ethics Commissioner, blaming the Ethics Commissioner for the finance minister's several inexcusable lapses of judgment and for the Prime Minister's own willingness to look the other way.",0,85,CPC,13.56,0.6524627256876558,-0.6524627256876558,Peter Kent,18M 5S,1.4557209890190277,https://youtu.be/YYOL5sc06iU
85,2017 11 02 5,21,2017-11-02,"The Liberal government is introducing a bill on access to information that would prevent the excellent work of journalists, people like Daniel Leblanc and others, from revealing things like the sponsorship scandal.","Le gouvernement libéral dépose un projet de loi sur l'accès à l'information qui fait en sorte que l'excellent travail des journalistes, de Daniel Leblanc et d'autres ne permettrait plus de dévoiler au grand jour le scandale des commandites.",1,86,CPC,11.16,0.14862975800912986,0.14862975800912986,Gerard Deltell,31M 3S,1.4798272506211236,https://youtu.be/8SX2wLhL0c0
86,2017 11 02 6,9,2017-11-02," Mr. Speaker, in 2006, the Conservatives promised to reform the Access to Information Act.","Monsieur le Président, en 2006, les conservateurs ont promis de réformer la Loi sur l'accès à l'information. ",1,87,LIB,5.53,0.02037215543012799,0.02037215543012799,Scott Brison,31M 35S,0.46550139010651037,https://youtu.be/odh_YL5oKKQ
87,2017 11 02 7,17,2017-11-02,"Instead of insulting MPs and insinuating that female elected representatives cannot do math, why does the finance minister not just come clean and answer the questions?","Instead of insulting MPs and insinuating that female elected representatives cannot do math, why does the finance minister not just come clean and answer the questions?",0,88,CPC,10.35,0.2934312925437033,-0.2934312925437033,Shannon Stubbs,33M 31S,0.8272051757480116,https://youtu.be/tMQvty2Z8ek
88,2017 11 02 8,31,2017-11-02,We believe that it is important that we have an officer of Parliament who helps all of us here in the House to ensure that we can expose our personal assets and do it in a way that allows us to take recommendations on how we can assure that we do not have conflicts of interest.,We believe that it is important that we have an officer of Parliament who helps all of us here in the House to ensure that we can expose our personal assets and do it in a way that allows us to take recommendations on how we can assure that we do not have conflicts of interest.,0,89,LIB,14.58,0.3490762605807891,0.3490762605807891,Bill Morneau,34M 11S,1.513363654890522,https://youtu.be/AwlGqssbqAw
89,2017 11 02 9,25,2017-11-02,"As the government moves to legalize the recreational use of cannabis, will it stand with and support economically important, small-scale outdoor farmers across Canada and ensure that they have a future, yes or no?","As the government moves to legalize the recreational use of cannabis, will it stand with and support economically important, small-scale outdoor farmers across Canada and ensure that they have a future, yes or no?",0,90,NDP,13.49,0.3786748622411064,0.3786748622411064,Wayne Stetski,36M 45S,1.2511886820596245,https://youtu.be/EVcFayfWS5U
90,2017 10 30 0,11,2017-10-30,I have a very simple question. Will the Prime Minister tell us who those other ministers are?,La question est très simple: que le premier ministre nous dise qui sont ces autres ministres.,1,91,CPC,7.01,0.12321525185377269,-0.12321525185377269,Andrew Scheer,2M 23S,0.303889637532328,https://youtu.be/NM02hzB7ezg
91,2017 10 30 1,2,2017-10-30," Once again, who are they?","Alors, encore une fois, de qui s'agit-il?",1,92,CPC,3.14,0.08831622215387012,-0.08831622215387012,Andrew Scheer,3M 22S,0.08831622215387012,https://youtu.be/XzjP6peClKc
92,2017 10 30 2,13,2017-10-30,"When will this government do what it promised, what the UN has asked for, what the rest of the world expects from Canada and—","Quand est-ce que ce gouvernement va faire ce qu'il a promis, ce que l'ONU a demandé, ce à quoi le monde s'attend de la part du Canada et faire...",1,93,NDP,9.26,0.08098198899200984,0.08098198899200984,Helene Laverdiere,17M 16S,0.42166982358321553,https://youtu.be/9txHwf1XynY
93,2017 10 30 3,32,2017-10-30,"I think that is a wonderful gesture that demonstrates the minister's commitment to serving the public, which is the very reason he left the private sector two years ago. He has been serving the public extremely successfully by growing the economy, reducing inequality, and ensuring inclusive prosperity for all Canadians.","Je pense que c'est une très belle chose qui montre l'intérêt du ministre des Finances à servir le public, lui qui a laissé le secteur privé pour servir le public depuis deux ans et qui l'a fait remarquablement bien en faisant croître cette économie, en réduisant les inégalités et en donnant la prospérité inclusive à tous les Canadiens.",1,94,LIB,17.09,0.6114225862319083,0.6114225862319083,Joel Lightbound,21M 1S,1.9953362422425664,https://youtu.be/1k67rCcsWtU
94,2017 10 30 4,8,2017-10-30,"Well, she would not be investigating the minister if that were the case.","Well, she would not be investigating the minister if that were the case.",0,95,CPC,4.09,0.1469152582514133,-0.1469152582514133,John Brassard,22M 35S,0.4607069346592263,https://youtu.be/TB_LDMi9bwo
95,2017 10 30 5,9,2017-10-30,"Using a risk-based approach, we periodically conduct an airline safety audit. ","Nous vérifions de temps en temps, en nous basant sur le risque, si la sécurité des lignes aériennes fonctionne bien. ",1,96,LIB,8.17,0.016178238338657766,0.016178238338657766,Marc Garneau,24M 22S,0.21886094925659044,https://youtu.be/2XQY_EAI4hM
96,2017 10 30 6,12,2017-10-30,Our government has granted a record number of people with mental illness access to the disability tax credit.,Les approbations totales de crédits d'impôt pour les personnes ayant un handicap lié aux fonctions mentales ont atteint un niveau hors du commun. ,1,97,LIB,11.51,0.03829849468976523,0.03829849468976523,Diane Lebouthillier,29M 4S,0.42573110492334565,https://youtu.be/uoVg9eTivaw
97,2017 10 30 7,11,2017-10-30,Will the minister reverse this directive so that all persons previously eligible for this benefit can continue—,Will the minister reverse this directive so that all persons previously eligible for this benefit can continue—,0,98,NDP,7.42,0.1121851332198795,0.1121851332198795,Cheryl Hardcastle,32M 32S,0.6604720068051912,https://youtu.be/DlyWs0w9EuY
98,2017 10 30 8,21,2017-10-30,"Mr. Speaker, I will take that answer as a yes, that he did inappropriately use resources of the House of Commons and no, that he did not clear it with the Ethics Commissioner.","Mr. Speaker, I will take that answer as a yes, that he did inappropriately use resources of the House of Commons and no, that he did not clear it with the Ethics Commissioner.",0,99,CPC,10.28,0.04128698369251136,0.04128698369251136,Ron Liepert,35M 35S,0.8944793009941351,https://youtu.be/qWfG2pRvSPw
99,2017 10 30 9,2,2017-10-30,Our plan is working. ,Notre plan produit des résultats.,1,100,LIB,2.11,0.19204842558662807,0.19204842558662807,Diane Lebouthillier,47M 20S,0.19204842558662807,https://youtu.be/RMLcNmR59h8
100,2017 10 25 0,16,2017-10-25,"The Prime Minister must believe there are two sets of rules, one for him and his buddies and another set for everyone else.","The Prime Minister must believe there are two sets of rules, one for him and his buddies and another set for everyone else.",0,101,NDP,5.24,0.0878111598722171,-0.0878111598722171,Nathan Cullen,8M 54S,0.7524396007481431,https://youtu.be/rT19MFF7DwU
