Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor,preprocessed,svm_imdb,fasttext_imbd,fasttext_imbdWeight,svm_stanford,fasttext_stanford,fasttext_stanfordWeights,liwc,vader,svm_imdb_probability
59,2017-11-23,2017 11 23 8,https://youtu.be/rdaXZJdXoSc,41M 50S,Carla Qualtrough,1,LIB,16.27,The strategy includes a $2-billion small-ship construction program for competitive procurement among Davie and other Canadian shipyards other than the yards selected to build large vessels.," Comme il est énoncé dans la stratégie, un montant de 2 milliards de dollars pour la construction de petits navires est réservé pour l'attribution de contrats concurrentiels à la Davie et aux autres chantiers navals canadiens autres que les chantiers navals sélectionnés pour construire les grands navires.",the strategy include $ 2-billion small ship construction program competitive procurement davie canadian shipyard yard select build large vessel,Positive,Negative,-0.5040862,Positive,Negative,-0.52647591,3.181818181818182,5.8895,0.7128089293326223
60,2017-11-23,2017 11 23 9,https://youtu.be/MRjj6F4Ihzk,45M 32S,Luc Theriault,1,BQ,7.36,"According to the ICAO, there is no obligation to standardize the high-risk items not allowed on planes.","Selon l'OACI, il n'y a aucune obligation d'uniformisation concernant les articles à risque élevé dans les avions.",accord icao obligation standardize high risk item allow plane,Positive,Negative,-0.61322802,Positive,Negative,-0.581752,2.3994038748137108,4.742,0.5222055534572914
61,2017-11-20,2017 11 20 0,https://youtu.be/FuIus9fpqY8,3M 2S,Justin Trudeau,1,LIB,9.26,"Mr. Speaker, I am proud of the work that all members of the House of Commons have done to help us welcome hundreds of Yazidi women and children.","Monsieur le Président, je suis fier du travail que tous les députés de la Chambre des communes ont fait pour s'assurer que nous pouvons accueillir des centaines de femmes et d'enfants yézidis.",mr. speaker  proud work member house commons help welcome hundred yazidi woman child,Positive,Positive,0.60991138,Positive,Positive,0.96347362,3.7500000000000004,9.158,0.5337369436640318
62,2017-11-20,2017 11 20 1,https://youtu.be/sSX2JIftvGI,4M 38S,Justin Trudeau,1,LIB,10.42,We will always work with her to ensure that Canadians can have confidence in the work she does and in the work we do in the House to be worthy of Canadians' trust.,Nous allons toujours travailler avec elle pour nous assurer que les Canadiens peuvent faire confiance au travail qu'elle fait et au travail que nous faisons tous à la Chambre pour être dignes de la confiance des Canadiens., work ensure canadians confidence work work house worthy canadians trust,Positive,Positive,0.97766656,Positive,Negative,-0.68586081,4.507575757575758,9.511000000000001,0.7342618363355502
63,2017-11-20,2017 11 20 2,https://youtu.be/g0_w_v0sAMA,7M 41S,Justin Trudeau,1,LIB,6.34,We on this side of the House have faith in the integrity of the commissioner's work.,"De ce côté-ci de la Chambre, nous faisons confiance à l'intégrité et au travail de la commissaire.", house faith integrity commissioner 's work,Positive,Positive,0.94399518,Positive,Positive,0.72044992,3.181818181818182,8.2985,0.6560409024493965
64,2017-11-20,2017 11 20 3,https://youtu.be/b9lLAT9lOz4,9M 3S,Nathan Cullen,0,NDP,8.45,"Mr. Speaker, the Liberal ethics saga continues, with even more information coming out about the finance minister's clear conflict of interest with Bill C-27. ","Mr. Speaker, the Liberal ethics saga continues, with even more information coming out about the finance minister's clear conflict of interest with Bill C-27. ",mr. speaker liberal ethic saga continue information come    finance minister 's clear conflict interest bill    c-27   ,Positive,Negative,-0.67369735,Positive,Positive,0.65347397,3.58288770053476,7.553000000000001,0.5625780442438966
65,2017-11-20,2017 11 20 4,https://youtu.be/aTJHvsZhhEI,15M 15S,Bill Morneau,0,LIB,3.31,"Mr. Speaker, as I have said, I will continue to work on behalf of Canadians. ","Mr. Speaker, as I have said, I will continue to work on behalf of Canadians. ",mr. speaker  say  continue work behalf canadians   ,Negative,Positive,0.59459573,Negative,Positive,0.66283721,4.11764705882353,5.0,0.27394828681417727
66,2017-11-20,2017 11 20 5,https://youtu.be/aWTT0xXC1cI,23M 41S,Kamal Khera,0,LIB,5.52,"We have added nurse practitioners to complete the applications of their patients, and we have just started.","We have added nurse practitioners to complete the applications of their patients, and we have just started.", add nurse practitioner complete application patient start,Negative,Negative,-0.93920195,Negative,Positive,0.85516059,3.181818181818182,5.0,0.3133848148625238
67,2017-11-20,2017 11 20 6,https://youtu.be/2GoyEv7NOR0,24M 47S,Carla Qualtrough,0,LIB,12.32,"While the previous government spent $309 million on the systems, booked savings of $70 million a year, and let go of hundreds of employees in order to falsely balance its budget—","While the previous government spent $309 million on the systems, booked savings of $70 million a year, and let go of hundreds of employees in order to falsely balance its budget—",while previous government spend $ 309 million system book saving $ 70 million year let hundred employee order falsely balance budget—,Positive,Negative,-0.9422425,Positive,Negative,-0.50039321,3.5406698564593304,5.0,0.6573276965964077
68,2017-11-20,2017 11 20 7,https://youtu.be/AwdRImVU8YE,25M 58S,Brigitte Sansoucy,1,NDP,6.34,This government has no deadline and the number of public servants affected keeps going up. ,Ce gouvernement n'a aucun échéancier et le nombre de fonctionnaires touchés ne fait qu'augmenter.,this government deadline number public servant affect keep go   ,Positive,Positive,0.9412958,Positive,Negative,-0.81126064,3.181818181818182,5.385999999999999,0.6975447014012431
69,2017-11-20,2017 11 20 8,https://youtu.be/EafQQLRpUUE,31M 6S,James Bezan,0,CPC,14.31,"While the Prime Minister defends his billionaire friends, he has already targeted Canadians suffering from diabetes, cut the danger pay of our troops fighting ISIS, and now has removed the allowances for ill and injured soldiers, all of this to pay for the Prime Minister's out of control spending.","While the Prime Minister defends his billionaire friends, he has already targeted Canadians suffering from diabetes, cut the danger pay of our troops fighting ISIS, and now has removed the allowances for ill and injured soldiers, all of this to pay for the Prime Minister's out of control spending.",while prime minister defend billionaire friend target canadians suffer diabetes cut danger pay troop fight isis remove allowance ill injure soldier pay prime minister 's control spending,Negative,Negative,-0.81794411,Negative,Negative,-0.75296038,2.1554252199413493,0.49949999999999994,0.3206483548474843
70,2017-11-20,2017 11 20 9,https://youtu.be/OVeZiJ6sv98,47M 9S,Marc Garneau,1,LIB,7.43,"Mr. Speaker, I wish that my hon. colleague read the document I published last week. ","Monsieur le Président, j'aurais voulu que mon collègue lise le document que j'ai publié la semaine dernière.",mr. speaker  wish hon colleague read document  publish week   ,Negative,Positive,0.60292161,Negative,Negative,-0.51916784,3.181818181818182,7.009499999999999,0.33406904752336
71,2017-11-07,2017 11 07 0,https://youtu.be/JfMVkNA_i2A,9M 5S,Diane Lebouthillier,1,LIB,12.26,"That is why, in the last two budgets, we invested nearly $1 billion, with which we hired auditors and have been targeting four jurisdictions per year","C'est pour cela que, dans les deux derniers budgets, nous avons investi près de 1 milliard de dollars, ce qui a permis l'embauche de vérificateurs et a permis de cibler quatre territoires par année.",that budget invest nearly $ 1    billion hire auditor target jurisdiction year,Negative,Negative,-0.99103659,Negative,Negative,-0.59696305,3.7937062937062938,5.0,0.3274532572618975
72,2017-11-07,2017 11 07 1,https://youtu.be/ZU_jNdO45do,10M 47S,Guy Caron,0,NDP,7.29,"Instead of hiding behind the bogus excuse that it felt legal anyway, we can roll up our sleeves and do something about it.","Instead of hiding behind the bogus excuse that it felt legal anyway, we can roll up our sleeves and do something about it.",instead hide bogus excuse feel legal roll sleeve,Negative,Negative,-0.99765712,Negative,Positive,0.58783364,3.181818181818182,5.1290000000000004,0.021008121200016897
73,2017-11-07,2017 11 07 2,https://youtu.be/67RQs2VqSCg,11M 12S,Diane Lebouthillier,1,LIB,10.28,"Mr. Speaker, as I said, our government is fully committed to fighting tax evasion and aggressive tax avoidance, which the Conservative Party failed to do for 10 years.","Monsieur le Président, comme je l'ai dit, notre gouvernement s'est fermement engagé à combattre l'évasion fiscale et l'évitement fiscal abusif, ce que le Parti conservateur n'a pas fait au cours des 10 dernières années.",mr. speaker  say government fully commit fight tax evasion aggressive tax avoidance conservative party fail 10 year,Negative,Negative,-0.86786526,Negative,Negative,-0.83332628,2.7667984189723325,1.6554999999999997,0.08728731581974888
74,2017-11-07,2017 11 07 3,https://youtu.be/cqQJoVobH3U,11M 47S,Diane Lebouthillier,1,LIB,4.36,We continue to work for Canadians and for a fair tax system.,Nous continuons le travail pour les Canadiens et pour l'équité du système fiscal., continue work canadians fair tax system,Positive,Positive,0.9204123,Positive,Negative,-0.93792623,4.375000000000001,6.591,0.6345478098887185
75,2017-11-07,2017 11 07 4,https://youtu.be/QIPmnizQKAw,14M 59S,Luc Berthold,1,CPC,6.4,"In the same interview, he said that the goal was to raise a pile of money to help the Liberal leader become the next prime minister. ","Dans la même entrevue, il a dit que l'objectif était de récolter un paquet d'argent pour aider le chef libéral à devenir le prochain premier ministre.",in interview say goal raise pile money help liberal leader prime minister   ,Negative,Negative,-0.98212242,Negative,Positive,0.93061024,3.181818181818182,7.009499999999999,0.21986764860152164
76,2017-11-07,2017 11 07 5,https://youtu.be/7jJGGKShv6U,23M 29S,Andrew Nuttall,0,CPC,7.15, When will the Prime Minister stop treating hard-working Canadians like tax cheats and go after his own crew?, When will the Prime Minister stop treating hard-working Canadians like tax cheats and go after his own crew?,  when prime minister stop treat hard work canadians like tax cheat crew,Positive,Positive,0.8595807,Positive,Negative,-0.69318855,4.507575757575758,4.4864999999999995,0.8708897184569017
77,2017-11-07,2017 11 07 6,https://youtu.be/eTf6AGnX5pQ,26M 51S,Marilyn Gladu,0,CPC,6.48,When will the minister finally tell her tax collectors to lay off sick and vulnerable Canadians and focus on real tax cheats?,When will the minister finally tell her tax collectors to lay off sick and vulnerable Canadians and focus on real tax cheats?,when minister finally tell tax collector lay sick vulnerable canadians focus real tax cheat,Negative,Positive,0.78446567,Negative,Negative,-0.753317,2.6573426573426575,0.9899999999999998,0.47038490844914815
78,2017-11-07,2017 11 07 7,https://youtu.be/prvwFv_ezNU,32M 23S,Bill Morneau,0,LIB,5.18,"We have now passed 500,000 new jobs in the country since we were elected.","We have now passed 500,000 new jobs in the country since we were elected."," pass 500,000 new job country elect",Positive,Positive,0.97720009,Positive,Positive,0.58954644,3.181818181818182,5.0,0.8801226609869973
