"Label","Date","ID_main","youTube","timeStamp","Speaker","French","party","seconds","english","floor","lexiProcessed","sentiment_lsd","sentiment_jockers_rinker","sentiment_sentiwordnet","sentiment_huliu"
61,"2017-11-20","2017 11 20 0","https://youtu.be/FuIus9fpqY8","3M 2S","Justin Trudeau",1,"LIB","9.26","Mr. Speaker, I am proud of the work that all members of the House of Commons have done to help us welcome hundreds of Yazidi women and children.","Monsieur le Président, je suis fier du travail que tous les députés de la Chambre des communes ont fait pour s'assurer que nous pouvons accueillir des centaines de femmes et d'enfants yézidis.","Mr . Speaker , I am proud of the work that all members of the House of Commons have done to help us welcome hundreds of Yazidi women and children .",1,0.164091404384391,0.0459102572694845,0.41725
62,"2017-11-20","2017 11 20 1","https://youtu.be/sSX2JIftvGI","4M 38S","Justin Trudeau",1,"LIB","10.42","We will always work with her to ensure that Canadians can have confidence in the work she does and in the work we do in the House to be worthy of Canadians' trust.","Nous allons toujours travailler avec elle pour nous assurer que les Canadiens peuvent faire confiance au travail qu'elle fait et au travail que nous faisons tous à la Chambre pour être dignes de la confiance des Canadiens.","We will always work with her to ensure that Canadians can have confidence in the work she does and in the work we do in the House to be worthy of Canadians ' trust .",1,0.356541427841303,0.125104875544454,0.767842700475611
63,"2017-11-20","2017 11 20 2","https://youtu.be/g0_w_v0sAMA","7M 41S","Justin Trudeau",1,"LIB","6.34","We on this side of the House have faith in the integrity of the commissioner's work.","De ce côté-ci de la Chambre, nous faisons confiance à l'intégrité et au travail de la commissaire.","We on this side of the House have faith in the integrity of the commissioner ' s work .",1,0.252707923234465,0.0743896709726682,0.368097994410212
64,"2017-11-20","2017 11 20 3","https://youtu.be/b9lLAT9lOz4","9M 3S","Nathan Cullen",0,"NDP","8.45","Mr. Speaker, the Liberal ethics saga continues, with even more information coming out about the finance minister's clear conflict of interest with Bill C-27. ","Mr. Speaker, the Liberal ethics saga continues, with even more information coming out about the finance minister's clear conflict of interest with Bill C-27. ","Mr . Speaker , the Liberal ethics saga continues , with even more information coming out about the finance minister ' s clear conflict of interest with Bill C - 27 .",0,0.0727751824560667,0.204133220275308,0
65,"2017-11-20","2017 11 20 4","https://youtu.be/aTJHvsZhhEI","15M 15S","Bill Morneau",0,"LIB","3.31","Mr. Speaker, as I have said, I will continue to work on behalf of Canadians. ","Mr. Speaker, as I have said, I will continue to work on behalf of Canadians. ","Mr . Speaker , as I have said , I will continue to work on behalf of Canadians .",1,0.0536901737224871,-0.0850917864001754,0.104444987677881
66,"2017-11-20","2017 11 20 5","https://youtu.be/aWTT0xXC1cI","23M 41S","Kamal Khera",0,"LIB","5.52","We have added nurse practitioners to complete the applications of their patients, and we have just started.","We have added nurse practitioners to complete the applications of their patients, and we have just started.","We have added nurse practitioners to complete the applications of their patients , and we have just started .",NA,-0.0506502232400198,-0.168024269044019,0
67,"2017-11-20","2017 11 20 6","https://youtu.be/2GoyEv7NOR0","24M 47S","Carla Qualtrough",0,"LIB","12.32","While the previous government spent $309 million on the systems, booked savings of $70 million a year, and let go of hundreds of employees in order to falsely balance its budget—","While the previous government spent $309 million on the systems, booked savings of $70 million a year, and let go of hundreds of employees in order to falsely balance its budget—","While the previous government spent $309 million on the systems , booked savings of $70 million a year , and let go of hundreds of employees in order to falsely balance its budget—",0,-0.023808562644124,0,0
68,"2017-11-20","2017 11 20 7","https://youtu.be/AwdRImVU8YE","25M 58S","Brigitte Sansoucy",1,"NDP","6.34","This government has no deadline and the number of public servants affected keeps going up. ","Ce gouvernement n'a aucun échéancier et le nombre de fonctionnaires touchés ne fait qu'augmenter.","This government has (no) not deadline and the number of public servants affected keeps going up .",-1,0.0415309028634516,0.077813523851294,0
69,"2017-11-20","2017 11 20 8","https://youtu.be/EafQQLRpUUE","31M 6S","James Bezan",0,"CPC","14.31","While the Prime Minister defends his billionaire friends, he has already targeted Canadians suffering from diabetes, cut the danger pay of our troops fighting ISIS, and now has removed the allowances for ill and injured soldiers, all of this to pay for the Prime Minister's out of control spending.","While the Prime Minister defends his billionaire friends, he has already targeted Canadians suffering from diabetes, cut the danger pay of our troops fighting ISIS, and now has removed the allowances for ill and injured soldiers, all of this to pay for the Prime Minister's out of control spending.","While the Prime Minister defends his billionaire friends , he has already targeted Canadians suffering from diabetes , cut the danger pay of our troops fighting ISIS , and now has removed the allowances for ill and injured soldiers , all of this to pay for the Prime Minister ' s out of control spending .",-0.5,-0.474764637002342,0.0688979268862781,-0.281749414519906
70,"2017-11-20","2017 11 20 9","https://youtu.be/OVeZiJ6sv98","47M 9S","Marc Garneau",1,"LIB","7.43","Mr. Speaker, I wish that my hon. colleague read the document I published last week. ","Monsieur le Président, j'aurais voulu que mon collègue lise le document que j'ai publié la semaine dernière.","Mr . Speaker , I wish that my hon . colleague read the document I published last week .",1,-0.303221595390415,0.0765757094801841,-0.363665914468498
71,"2017-11-07","2017 11 07 0","https://youtu.be/JfMVkNA_i2A","9M 5S","Diane Lebouthillier",1,"LIB","12.26","That is why, in the last two budgets, we invested nearly $1 billion, with which we hired auditors and have been targeting four jurisdictions per year","C'est pour cela que, dans les deux derniers budgets, nous avons investi près de 1 milliard de dollars, ce qui a permis l'embauche de vérificateurs et a permis de cibler quatre territoires par année.","That is why , in the last two budgets , we invested nearly $1 billion , with which we hired auditors and have been targeting four jurisdictions per year",NA,0,-0.172399499490507,0
72,"2017-11-07","2017 11 07 1","https://youtu.be/ZU_jNdO45do","10M 47S","Guy Caron",0,"NDP","7.29","Instead of hiding behind the bogus excuse that it felt legal anyway, we can roll up our sleeves and do something about it.","Instead of hiding behind the bogus excuse that it felt legal anyway, we can roll up our sleeves and do something about it.","Instead of hiding behind the bogus excuse that it felt legal anyway , we can roll up our sleeves and do something about it .",-1,-0.214428175863748,0.231270768574454,-0.410782097658396
73,"2017-11-07","2017 11 07 2","https://youtu.be/67RQs2VqSCg","11M 12S","Diane Lebouthillier",1,"LIB","10.28","Mr. Speaker, as I said, our government is fully committed to fighting tax evasion and aggressive tax avoidance, which the Conservative Party failed to do for 10 years.","Monsieur le Président, comme je l'ai dit, notre gouvernement s'est fermement engagé à combattre l'évasion fiscale et l'évitement fiscal abusif, ce que le Parti conservateur n'a pas fait au cours des 10 dernières années.","Mr . Speaker , as I said , our government is fully committed to fighting tax evasion and aggressive tax avoidance , which the Conservative Party failed to do for 10 years .",-1,-0.741664677302199,0.302308773630635,-0.757423500223523
74,"2017-11-07","2017 11 07 3","https://youtu.be/cqQJoVobH3U","11M 47S","Diane Lebouthillier",1,"LIB","4.36","We continue to work for Canadians and for a fair tax system.","Nous continuons le travail pour les Canadiens et pour l'équité du système fiscal.","We continue to work for Canadians and for a fair tax system .",1,0.191996780368077,0.0857430925836161,0.424888251783415
75,"2017-11-07","2017 11 07 4","https://youtu.be/QIPmnizQKAw","14M 59S","Luc Berthold",1,"CPC","6.4","In the same interview, he said that the goal was to raise a pile of money to help the Liberal leader become the next prime minister. ","Dans la même entrevue, il a dit que l'objectif était de récolter un paquet d'argent pour aider le chef libéral à devenir le prochain premier ministre.","In the same interview , he said that the goal was to raise a pile of money to help the Liberal leader become the next prime minister .",1,0.0594923183013977,0.191291394539253,0
